Stock,09:30AM,10:00AM,11:00AM,12:00PM,01:00PM,02:00PM,03:00PM,04:00PM
ACH,9.068571428571428,9.068571428571428,9.068571428571428,9.068571428571428,9.068571428571428,9.028636363636364,9.028636363636364,9.028636363636364
ACHC,27.693588598901098,27.697634028892452,27.697707620528767,27.69895864775128,27.69550852042196,27.693190916089296,27.69939599714081,27.69584249890013
ACHN,2.1072100000000002,2.1072100000000002,2.108946875,2.109897222222222,2.1129342479937874,2.1132387080494572,2.11524501561374,2.115223537146614
ACIA,43.038044881647714,43.038044881647714,43.038044881647714,43.04025397275823,43.047043376012546,43.007265624999995,43.015601812816186,43.02367897178198
ACIU,3.894452881880854,3.8917921487084306,3.8736657035114357,3.8553688809668722,3.8470703344210504,3.8064072432970115,3.7977870846297983,3.7998618768279155
ACIW,28.620860726643595,28.620860726643595,28.62087294727744,28.62789979409746,28.630171299288943,28.634263729631858,28.62122713414634,28.619349540078844
ACLS,20.742366197183095,20.742366197183095,20.743607681755826,20.74409214092141,20.737889125799573,20.737889125799573,20.739537572254335,20.712313906520485
ACM,30.15896243291592,30.15276252019386,30.153703406169665,30.153703406169665,30.153703406169665,30.169796412300684,30.169068751761056,30.169068751761056
ACMR,9.39,9.39,9.39,9.39,9.39,9.39,9.39,9.39
ACN,153.17726944873775,153.1755093661791,153.16336029581697,153.0106850270176,152.99846687792365,153.00433088337263,153.01842174197776,153.01798851262416
ACNB,37.268571428571434,37.268571428571434,37.268571428571434,37.268571428571434,37.268571428571434,37.268571428571434,37.268571428571434,37.268571428571434
ACOR,15.98609369898792,15.986598811292719,15.987254523880154,15.986810956571103,15.985625857809497,15.977360762669344,15.982417360017992,15.991644100580272
ACRE,14.36,14.36,14.345,14.345,14.345,14.345,14.345,14.345
ACRS,6.915531622364803,6.915531622364803,6.915531622364803,6.915531622364803,6.915531622364803,6.915531622364803,6.915531622364803,6.915668498168498
ACRX,2.425099502487562,2.425099502487562,2.4273008849557525,2.4273008849557525,2.4273008849557525,2.4273008849557525,2.4245084409136046,2.425233463035019
ACT,22.88,22.88,22.88,22.88,22.88,22.88,22.88,22.88
ACTG,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04
ACWI,68.46626974099809,68.50405876235048,68.50463458569222,68.49505931784478,68.49646961846443,68.5091235471373,68.50507575116376,68.50402601762482
ACWV,84.93,84.93,84.93,84.93,84.93,84.93,84.93,84.93
ACWX,44.93209986320109,44.93209986320109,44.93209986320109,44.93209986320109,44.93209986320109,44.93209986320109,44.91019846350832,44.91019846350832
ADAP,4.612911392405064,4.612911392405064,4.6127777777777785,4.6127777777777785,4.6127777777777785,4.600631364562119,4.597554269175109,4.597554269175109
ADBE,240.97218224120348,241.01561905915122,241.02843184090662,241.06994686772603,241.07510103544226,241.11970591727686,241.10078659997183,241.144430385899
ADC,64.849498997996,64.849498997996,64.849498997996,64.849498997996,64.849498997996,64.87195050088391,64.87195050088391,64.87195050088391
ADES,11.524897959183672,11.524897959183672,11.524897959183672,11.524897959183672,11.524897959183672,11.525859872611464,11.525859872611464,11.525859872611464
ADI,98.20730094330057,98.20803311390387,98.22538634929226,98.24227078980364,98.21183523654166,98.21447763753608,98.2252366606622,98.22180407169996
ADIL,5.605206611570249,5.52463154384795,5.52463154384795,5.530290416263312,5.530290416263312,5.530290416263312,5.520590809628009,5.51451045771446
ADILW,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
ADM,44.60818602993585,44.607732278045425,44.61238570508693,44.612779164067376,44.61538269550749,44.61547558816089,44.617931162102145,44.617931162102145
ADMA,3.0736317395727366,3.0736317395727366,3.0736317395727366,3.074769364664926,3.074769364664926,3.074769364664926,3.0742335186656082,3.0742335186656082
ADMP,3.1469053117782906,3.1431263383297643,3.1431263383297643,3.1414839710444675,3.140597989949749,3.138095022624434,3.1365933609958505,3.1365933609958505
ADMS,8.897217391304348,8.888048951048953,8.88790986283475,8.930184664793256,8.924065583284968,8.91740346581277,8.91740346581277,8.912618172268907
ADNT,19.089682142857143,19.08034600890716,19.069290174170227,19.063605055292257,19.060385934819895,19.05796576256114,19.063141602175275,19.05747268312424
ADOM,0.2548,0.2548,0.2548,0.2548,0.2548,0.2548,0.25233846153846157,0.25233846153846157
ADP,139.12890586358196,139.11768494143678,139.12770747445776,139.11619029249962,139.10303687196108,139.1240814030634,139.1194306829068,139.0935532011274
ADRA,30.47,30.47,30.47,30.47,30.47,30.47,30.47,30.47
ADRO,2.5263178294573643,2.5263178294573643,2.5220563961485554,2.5449890889252575,2.5710103141115788,2.5843277491408925,2.5843277491408925,2.5862088138385495
ADS,178.13600556070435,178.14503338171264,178.10752682543836,178.05974210760337,178.1022249388753,178.11276383910788,178.08153568202346,178.12969555814337
ADSK,144.13848250795093,144.12842435709987,144.0744562246335,143.9625203007519,143.97681871587534,143.994940784604,143.9890607282717,144.0041706453969
ADSW,24.896876971608833,24.896876971608833,24.896876971608833,24.89824925816024,24.89824925816024,24.892526766595292,24.87620811287478,24.87620811287478
ADT,7.132624647224835,7.132624647224835,7.134311313185344,7.133330694114542,7.1315942203491876,7.131635841470419,7.131635841470419,7.130230808861412
ADTN,14.697220956719818,14.697220956719818,14.697220956719818,14.682894248608534,14.682894248608534,14.682894248608534,14.710522006141248,14.710522006141248
ADUS,60.173734939759036,60.173734939759036,60.173734939759036,60.173734939759036,60.173734939759036,60.18126074498568,60.18126074498568,60.18126074498568
ADVM,3.0025435540069685,3.0025435540069685,2.9940059347181007,2.9940059347181007,2.9959452411994785,2.9959452411994785,2.9959452411994785,2.9949047013977124
ADX,13.575,13.575,13.575,13.575,13.575,13.575,13.575,13.575
ADXS,0.33899999999999997,0.33899999999999997,0.3400415498999142,0.33996652826271584,0.33996652826271584,0.33987429185753015,0.3397398641828026,0.3409040688310588
AE,40.38,40.38,40.38,40.38,40.38,40.38,40.38,40.38
AEE,67.81828142695356,67.81828142695356,67.8182428651371,67.81099953938278,67.84480400000001,67.84331102362206,67.84477821149753,67.83750331345263
AEG,5.232142857142857,5.232142857142857,5.230555555555555,5.234166666666667,5.234166666666667,5.234166666666667,5.234285714285714,5.234285714285714
AEGN,17.821467136150233,17.821467136150233,17.82656512605042,17.837347908745247,17.829029435163086,17.814436363636364,17.814793447293447,17.814793447293447
AEH,25.62990099009901,25.626451612903224,25.623921568627452,25.62152671755725,25.62152671755725,25.62152671755725,25.62152671755725,25.621324503311257
AEHR,1.2071684587813618,1.2071684587813618,1.2071684587813618,1.2071684587813618,1.2071684587813618,1.2071684587813618,1.2071684587813618,1.2071684587813618
AEIS,50.726981015270326,50.697017989831835,50.6472776636337,50.65264243614932,50.63044498381877,50.61311471193416,50.6110436769934,50.62325731343283
AEL,30.518769448373405,30.52923536439665,30.50848849945235,30.50335117773019,30.50335117773019,30.503173076923073,30.492249034749033,30.492249034749033
AEM,42.85635282347711,42.862157459765115,42.86096935518196,42.8527708947886,42.82620055970149,42.805355588897214,42.81670721048798,42.816553997779
AEO,21.12993328525063,21.132605144247478,21.138811772112053,21.142825148407987,21.144976427448924,21.14570573248408,21.129232835820897,21.133211939177777
AEP,77.4310620799434,77.4315543459478,77.42964653591082,77.43298321566539,77.43298321566539,77.43085905298081,77.43538356164385,77.43342670275148
AER,48.21883936451898,48.21834656084656,48.4317133726647,48.4317133726647,48.414148936170214,48.39653746210481,48.378387161484454,48.37653351519875
AERI,46.83101367365542,46.85864489003881,46.87109425031324,46.8754183778234,46.87202586206895,46.876301512178216,46.875951664996094,46.8716869463123
AES,16.240114452190202,16.233615481131167,16.228400605898603,16.22677200614125,16.231248709190563,16.227541796123685,16.225536898694408,16.22884415921172
AFG,94.72084188292094,94.74355812641083,94.71460054347826,94.77130811303554,94.78874269005848,94.83035714285714,94.81880578639581,94.83999181669395
AFI,13.057368421052631,13.057368421052631,13.042539682539683,13.042539682539683,13.044659090909091,13.044659090909091,13.050871313672923,13.050871313672923
AFIN,12.974456981664318,12.98887788778878,12.98887788778878,12.980964833183048,12.987148760330578,12.987148760330578,12.992709923664123,12.992471482889735
AFK,21.29,21.29,21.29,21.29,21.29,21.35,21.35,21.35
AFL,47.28933942509042,47.28736339522546,47.28361874613959,47.279835299194474,47.283891880974814,47.286091658084445,47.28511941056911,47.28238995061198
AFMD,3.211325088339222,3.211325088339222,3.210577557755775,3.207166998011928,3.20653713298791,3.20653713298791,3.204781904287138,3.204781904287138
AFSI-A,7.99,7.99,7.99,8.183333333333334,8.183333333333334,8.183333333333334,8.183333333333334,8.183333333333334
AFSI-C,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79
AFSI-D,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24
AFSS,14.325,14.325,14.325,14.325,14.325,14.47,14.47,14.47
AG,5.938615409944024,5.940940054495913,5.942005076142133,5.940990315886558,5.94620983394436,5.9463665495141615,5.940402005111068,5.946068369161144
AGCO,63.53414436334145,63.532942097026606,63.60171060011217,63.60578999018646,63.60578999018646,63.55230198019802,63.53571824297586,63.53571824297586
AGD,9.525,9.525,9.525,9.525,9.525,9.525,9.525,9.525
AGE,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97
AGEN,3.4257652487058294,3.426068710832587,3.429600953565505,3.4307260357432976,3.4407317690749486,3.4469164456233417,3.4498900573613764,3.4506906407870246
AGFS,4.053824701195219,4.053824701195219,4.053824701195219,4.053824701195219,4.053824701195219,4.053824701195219,4.054633204633205,4.054633204633205
AGG,106.98889579349904,106.98891067097817,106.98084768868509,106.98151058881136,106.98466520202503,106.98853416149069,106.98810544710595,106.99266288619475
AGI,4.414423807513719,4.418555858310627,4.417757313109426,4.418009759498083,4.421060364100926,4.421060364100926,4.422615780445969,4.414114737883284
AGIO,50.87030274059912,50.871308084022935,50.86748733821048,50.87055065490512,50.862331226295844,50.8590661853189,50.889116670356444,50.87259967453215
AGLE,8.963820512820513,8.963820512820513,8.963820512820513,8.963820512820513,9.003945509586277,9.003945509586277,8.968753437213566,8.968753437213566
AGM,71.90389867841411,71.90389867841411,71.95373646209387,71.95373646209387,71.95373646209387,71.95373646209387,71.89014211886305,71.89047741935484
AGN,143.46509458565257,143.4862536028312,143.49664907080526,143.49927483739708,143.50394853044574,143.49472874303206,143.47912617261923,143.49131544800588
AGNC,17.937949699484832,17.93861740180443,17.941554798446152,17.941875025401337,17.94250724666653,17.943051552807106,17.94404185292065,17.943145908432435
AGNCB,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34
AGNCN,25.74222222222222,25.74222222222222,25.747,25.747,25.747,25.747,25.74818181818182,25.751666666666665
AGO,40.32889555822329,40.32106758080313,40.31874219446922,40.31874219446922,40.31962897526502,40.31962897526502,40.33394894894895,40.33211022480058
AGO-E,25.44518134715026,25.44518134715026,25.44518134715026,25.44518134715026,25.44518134715026,25.44518134715026,25.44518134715026,25.44518134715026
AGQ,27.88992509363296,27.903926073926076,27.903926073926076,27.903926073926076,27.903926073926076,27.903926073926076,27.903926073926076,27.903926073926076
AGR,48.97094657375146,48.99634235171697,49.00988218661641,49.01979221927498,49.01979221927498,49.01817217981341,49.01817217981341,49.01817217981341
AGRO,7.191231343283582,7.186012064343164,7.186012064343164,7.186012064343164,7.186012064343164,7.186012064343164,7.186012064343164,7.186012064343164
AGRX,0.8300999999999998,0.8300999999999998,0.8300999999999998,0.8300999999999998,0.8300999999999998,0.8300999999999998,0.8300999999999998,0.8300999999999998
AGS,24.513811274509806,24.54188221709007,24.54188221709007,24.54188221709007,24.540011198208287,24.651452658884565,24.64388193202147,24.637332583005065
AGX,42.07298136645963,42.07298136645963,42.07298136645963,42.07298136645963,42.07298136645963,42.04419014084507,42.04419014084507,42.07174479166667
AGYS,17.718333333333334,17.718333333333334,17.764590984974962,17.764590984974962,17.764590984974962,17.764590984974962,17.765648000000002,17.765648000000002
AHH,14.815,14.815,14.815,14.815,14.815,14.815,14.854020979020978,14.854020979020978
AHL,41.80928571428572,41.80928571428572,41.815192307692314,41.815192307692314,41.815161290322585,41.815161290322585,41.815161290322585,41.81930555555556
AHL-C,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89
AHT,4.907816432272391,4.907816432272391,4.907816432272391,4.907816432272391,4.9041312147616605,4.9041312147616605,4.905129732028923,4.90823294774631
AHT-G,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.855
AHT-I,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38
AI,8.617037617554859,8.630871121718377,8.63543618739903,8.63543618739903,8.63543618739903,8.63543618739903,8.63543618739903,8.63543618739903
AIA,60.15770528683914,60.15770528683914,60.15770528683914,60.15770528683914,60.15770528683914,60.15770528683914,60.15770528683914,60.16315228966986
AIF,14.395,14.395,14.395,14.395,14.395,14.395,14.395,14.395
AIG,42.587148968293896,42.58466163559237,42.576089926010226,42.57142981141008,42.57075315117826,42.56002569298688,42.55884413249427,42.56279049175859
AIG+,7.008247325361863,7.008247325361863,7.008247325361863,7.008247325361863,7.008247325361863,7.008247325361863,7.008247325361863,7.008247325361863
AIMC,29.73533748701973,29.728872950819675,29.719311506981224,29.694723897911835,29.694723897911835,29.68285496183206,29.699928366762176,29.709814941740916
AIMT,22.530314417177912,22.491830484330485,22.487634333565946,22.48007575757576,22.48078833022968,22.449329091960674,22.449329091960674,22.449329091960674
AIN,68.06316546762591,68.06316546762591,68.06316546762591,68.06316546762591,68.06316546762591,68.34010582010582,68.33932114882508,68.22144927536233
AINC,65.2115625,65.2115625,65.2733908045977,65.2733908045977,65.2733908045977,65.2733908045977,65.2733908045977,65.2733908045977
AINV,14.836560820713238,14.836560820713238,14.837910447761194,14.840073495636197,14.840073495636197,14.840073495636197,14.828558740411786,14.828558740411786
AIPT,1.065,1.065,1.065,1.065,1.065,1.065,1.065,1.065
AIR,36.66400843881856,36.664255617977524,36.71959158415841,36.720279805352796,36.720279805352796,36.73651843817787,36.72239199157007,36.72239199157007
AIRG,10.88,10.88,10.88,10.88,10.883333333333333,10.883333333333333,10.883333333333333,10.883333333333333
AIRR,23.703333333333333,23.703333333333333,23.703333333333333,23.703333333333333,23.703333333333333,23.703333333333333,23.703333333333333,23.703333333333333
AIT,58.13291509433963,58.10230706075535,58.12983345950038,58.151478029294275,58.15450686641698,58.157427557658195,58.165367530407195,58.16716867469879
AIV,49.417416777629825,49.40606900931414,49.41252437043054,49.411236893203885,49.413573407202215,49.41682301438399,49.42844686648501,49.42602094240838
AIZ,95.40329341317364,95.41439267886855,95.42992555831266,95.41668874172186,95.42994035785289,95.42994035785289,95.40865017667844,95.37506705539359
AJG,72.65576427255985,72.65865092748736,72.6484290147401,72.66582073434125,72.62714909335124,72.64022970421648,72.62423031379514,72.55999205929064
AJRD,38.714793248945156,38.69807782101168,38.686215488215495,38.686215488215495,38.686071216617215,38.686071216617215,38.70604801477378,38.725253323751346
AJX,12.79,12.79,12.79,12.79,12.79,12.79,12.800526315789472,12.800526315789472
AKAM,64.44364429175475,64.44040356523892,64.42976322783282,64.43796244784423,64.42833073496658,64.43268022765598,64.43749708850929,64.44179625894
AKAO,1.6741283292978206,1.6741283292978206,1.6741283292978206,1.7092491007194244,1.7092491007194244,1.685316542802092,1.689192338601661,1.689213409861727
AKBA,5.682871111111112,5.670391836734694,5.674327067669173,5.653499999999999,5.657273006134969,5.668271070615034,5.668271070615034,5.673161849710983
AKCA,28.080855263157886,28.077917570498904,28.077917570498904,28.07846320346319,28.07650319829423,28.056640624999986,28.056640624999986,28.05521256931607
AKER,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
AKG,0.7700499999999999,0.7700499999999999,0.7625687499999999,0.7625687499999999,0.7625687499999999,0.7625687499999999,0.7626529411764705,0.7626529411764705
AKO.B,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6
AKP,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7
AKR,28.326641074856045,28.326641074856045,28.326641074856045,28.326641074856045,28.326641074856045,28.326701821668266,28.326701821668266,28.326701821668266
AKRX,4.073138014111168,4.073041311686224,4.071981291213004,4.072867574778823,4.073712272304215,4.073991602151948,4.0740246224140115,4.076444553123854
AKS,2.8155548267843304,2.8198820136339804,2.8069721409214097,2.809412637139375,2.815749884334229,2.8129642005191893,2.815839664636188,2.8108119214933605
AKTS,7.338337754199823,7.341306403094113,7.352042713070991,7.352042713070991,7.355301635031009,7.355301635031009,7.355301635031009,7.3847109266943285
AKTX,1.99,1.99,1.99,1.99,1.995,1.995,1.9933333333333334,1.9933333333333334
AL,37.9121969140338,37.89391805377721,37.89391805377721,37.88297389330307,37.888135064935064,37.888135064935064,37.87184,37.86456629213483
ALB,79.60055814728423,79.59394399999998,79.60534924020261,79.55680652418447,79.55663705869124,79.5855243928648,79.60049728206158,79.61023136734303
ALBO,23.96018691588785,23.96018691588785,23.96018691588785,23.97412844036697,24.15099337748344,24.15099337748344,24.15099337748344,24.15099337748344
ALCO,30.268677685950415,30.268677685950415,30.268677685950415,30.268677685950415,30.268677685950415,30.268677685950415,30.268677685950415,30.268677685950415
ALD,44.08,44.08,44.08,44.08,44.08,44.08,44.08,44.08
ALDR,13.720027408303102,13.746162469172708,13.718844333506222,13.729803606863545,13.728555919591292,13.732194573725407,13.70913290191722,13.7024368442383
ALDX,8.481848341232228,8.481805555555555,8.481805555555555,8.479090909090909,8.479090909090909,8.503534743202417,8.511031894934334,8.499216646266829
ALE,75.23833962264152,75.24630036630039,75.24379928315413,75.24487632508836,75.24487632508836,75.24487632508836,75.24487632508836,75.25079037800688
ALGN,222.199914307972,222.15138318295257,222.17934806798587,222.25529809190027,222.35103618684664,222.4861102717765,222.45491372767688,222.48549285487002
ALGT,126.39599599599597,126.39627084723145,126.39541348389238,126.33020639534882,126.33020639534882,126.32827197802197,126.34720801033592,126.32424938574938
ALK,64.7067034236505,64.7143828430364,64.7492545828657,64.72899218750001,64.72903810487271,64.72835679611651,64.70663015167766,64.703110425756
ALKS,32.45711661683042,32.46075440067059,32.45941569282137,32.462881632653065,32.46167470709856,32.456085099652014,32.44197775209477,32.4370869447454
ALL,87.08661067786443,87.09467479674797,87.09350724637682,87.08928771733035,87.05987065686026,87.06062575818844,87.06755142109199,87.03735850757029
ALL-G,24.83,24.83,24.83,24.83,24.83,24.83,24.83,24.83
ALLE,85.37738572574179,85.42986011477763,85.46194277108432,85.46194277108432,85.47322863610638,85.47322863610638,85.47322863610638,85.5046572040707
ALLK,39.255606694560676,39.27022304832714,39.29896321070235,39.298700000000004,39.31399378881988,39.314174698795185,39.31387425149701,39.33738436123348
ALLO,30.072520738560346,30.072709392265196,30.075659316904453,30.066972828166858,30.06225117625769,30.06452186277995,30.051054667788055,30.050357762017335
ALLT,6.755826147751107,6.755826147751107,6.755826147751107,6.755219206680585,6.755219206680585,6.755219206680585,6.755219206680585,6.755219206680585
ALLY,26.55523284369457,26.553293647363866,26.552673560692277,26.5549026157853,26.553134675760525,26.555295677899817,26.557639763283802,26.55501075654356
ALLY-A,26.18,26.18,26.18,26.18,26.18,26.18,26.18,26.18
ALNA,7.833275862068966,7.833275862068966,7.833275862068966,7.833275862068966,7.833275862068966,7.833275862068966,7.833275862068966,7.833275862068966
ALNY,79.82308173784979,79.85573566084788,79.88443639798489,79.87973266317016,79.88346203998842,80.04077855134557,80.09229701120798,80.08989054441261
ALRM,62.01506066411238,62.038182077625564,62.03531047516198,61.99603618817852,61.992982817869404,61.99866735751294,61.984690107270545,61.99595613048368
ALSN,48.84419359664871,48.84419359664871,48.84762704686617,48.839828579264946,48.84458377378436,48.840297866805415,48.87315310711365,48.87605257896841
ALT,3.210049740484429,3.210049740484429,3.210049740484429,3.2092184908789387,3.2111304836895393,3.2111304836895393,3.2111304836895393,3.212795605162191
ALTM,8.176524064171122,8.176524064171122,8.166300417246175,8.1399116781158,8.149257918552037,8.147792642140468,8.147810945273632,8.156003074558033
ALTR,31.787010785824346,31.787010785824346,31.81611111111111,31.752197055492637,31.752197055492637,31.753118644067793,31.753118644067793,31.819959595959595
ALV,77.87060007742933,77.86544580584352,77.8427815373937,77.83030826716487,77.53037284234753,77.53513216108907,77.52538494485492,77.52499135915423
ALX,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0
ALXN,120.36638025594146,120.34198325017816,120.3397042801556,120.3502816240319,120.29950469125022,120.28025489917631,120.27221190091541,120.27214711477484
AM,26.205689404934684,26.205689404934684,26.18375218150087,26.191598543099957,26.190299355816595,26.200511135450892,26.201852117731516,26.205426195426195
AMAG,15.27953553181607,15.27953553181607,15.279005704971473,15.27874036511156,15.2767127286882,15.289014900662245,15.287966472303202,15.297798609648195
AMAL,18.745708154506442,18.66052631578948,18.683844252163166,18.689640718562877,18.689640718562877,18.69166666666667,18.702288218111004,18.702288218111004
AMAT,39.41821315883339,39.40189786101481,39.4004960406731,39.393807454885696,39.38706547329113,39.376864800076724,39.37859150831895,39.3694664358693
AMBA,38.10327868852459,38.10327868852459,38.025526075022874,38.019329214474844,38.019329214474844,38.019329214474844,37.98918290854573,37.98811070110701
AMBC,18.63935114503817,18.608791469194315,18.608791469194315,18.608791469194315,18.608791469194315,18.608791469194315,18.596318327974277,18.609379562043795
AMBCW,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
AMC,14.123973941368076,14.123973941368076,14.102630834512022,14.102630834512022,14.102630834512022,14.102630834512022,14.102630834512022,14.104163568773233
AMCI,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68
AMCN,0.5601736526946107,0.5601736526946107,0.5601736526946107,0.5530328767123288,0.5530328767123288,0.5530328767123288,0.5530328767123288,0.5530328767123288
AMCX,61.61444862565444,61.57397348033372,61.55948557958957,61.56741561040693,61.56691024824953,61.56618642034549,61.56529478074625,61.57955852775543
AMD,22.262361023093565,22.262865261038176,22.272559419594486,22.26512211668928,22.27074183814118,22.26434557711388,22.27365809963119,22.266678779029814
AME,72.06002705444709,72.07019383539881,72.070164765526,72.070164765526,72.0770516185477,72.08713228492138,72.09823008849558,72.11425531914895
AMED,129.0025271912988,128.9931375399826,129.00652308558563,128.9814824057899,129.00642907717724,128.99619857504024,128.99514070006862,129.01651739130432
AMEH,18.8054974271012,18.8054974271012,18.8054974271012,18.8054974271012,18.8092951907131,18.8092951907131,18.81351461038961,18.81351461038961
